Gene_pair,GeneID_1,GeneSymbol_1,GeneID_2,GeneSymbol_2,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,Total
PLEKHG1--TXNDC5,ENSG00000120278,PLEKHG1,ENSG00000120278,TXNDC5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHG1--UBC,ENSG00000120278,PLEKHG1,ENSG00000120278,UBC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHG1--YWHAZ,ENSG00000120278,PLEKHG1,ENSG00000120278,YWHAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PLEKHM1--CTD-2020K17.1,ENSG00000225190,PLEKHM1,ENSG00000225190,CTD-2020K17.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHM1P--DDX5,,PLEKHM1P,,DDX5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLGLB1--RMND5A,ENSG00000183281,PLGLB1,ENSG00000183281,RMND5A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLIN2--JDP2,ENSG00000147872,PLIN2,ENSG00000147872,JDP2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLIN3--PTPRS,ENSG00000105355,PLIN3,ENSG00000105355,PTPRS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLXNA1--CAPN15,ENSG00000114554,PLXNA1,ENSG00000114554,CAPN15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLXNB2--NXF1,ENSG00000196576,PLXNB2,ENSG00000196576,NXF1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMEPA1--RBM38,ENSG00000124225,PMEPA1,ENSG00000124225,RBM38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMM2--C16orf72,ENSG00000140650,PMM2,ENSG00000140650,C16orf72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMM2--METTL22,ENSG00000140650,PMM2,ENSG00000140650,METTL22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMM2--RP11-77H9.8,ENSG00000140650,PMM2,ENSG00000140650,RP11-77H9.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMM2--USP7,ENSG00000140650,PMM2,ENSG00000140650,USP7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMP22--MYO18A,ENSG00000109099,PMP22,ENSG00000109099,MYO18A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMPCA--SEC16A,ENSG00000165688,PMPCA,ENSG00000165688,SEC16A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNP--EIF5,ENSG00000198805,PNP,ENSG00000198805,EIF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PNP--SRSF5,ENSG00000198805,PNP,ENSG00000198805,SRSF5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--CFL1,ENSG00000177666,PNPLA2,ENSG00000177666,CFL1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--DDX5,ENSG00000177666,PNPLA2,ENSG00000177666,DDX5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--GAK,ENSG00000177666,PNPLA2,ENSG00000177666,GAK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--PTBP1,ENSG00000177666,PNPLA2,ENSG00000177666,PTBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--RNH1,ENSG00000177666,PNPLA2,ENSG00000177666,RNH1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--SEPT5,ENSG00000177666,PNPLA2,ENSG00000177666,SEPT5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--SUMO3,ENSG00000177666,PNPLA2,ENSG00000177666,SUMO3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA2--UBC,ENSG00000177666,PNPLA2,ENSG00000177666,UBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PNPLA4--RP11-1M18.1,ENSG00000006757,PNPLA4,ENSG00000006757,RP11-1M18.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNPLA7--RP1-159G19.1,ENSG00000130653,PNPLA7,ENSG00000130653,RP1-159G19.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POC1B--AC074391.1,ENSG00000139323,POC1B,ENSG00000139323,AC074391.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POFUT1--RPGRIP1,ENSG00000101346,POFUT1,ENSG00000101346,RPGRIP1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLA1--CXorf23,ENSG00000101868,POLA1,ENSG00000101868,CXorf23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
POLB--STRADA,ENSG00000070501,POLB,ENSG00000070501,STRADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
POLD3--RNF169,ENSG00000077514,POLD3,ENSG00000077514,RNF169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLDIP3--CLCN7,ENSG00000100227,POLDIP3,ENSG00000100227,CLCN7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
POLE--CHFR,ENSG00000177084,POLE,ENSG00000177084,CHFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
POLE--PGAM5,ENSG00000177084,POLE,ENSG00000177084,PGAM5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLE--PXMP2,ENSG00000177084,POLE,ENSG00000177084,PXMP2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLI--MBD2,ENSG00000101751,POLI,ENSG00000101751,MBD2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLN--RGS10,ENSG00000130997,POLN,ENSG00000130997,RGS10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLR2A--SHBG,ENSG00000181222,POLR2A,ENSG00000181222,SHBG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLR2B--MKL1,ENSG00000047315,POLR2B,ENSG00000047315,MKL1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLR2E--PTBP1,ENSG00000099817,POLR2E,ENSG00000099817,PTBP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLR2J4--URGCP,ENSG00000214783,POLR2J4,ENSG00000214783,URGCP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLR3A--NEURL,ENSG00000148606,POLR3A,ENSG00000148606,NEURL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
POLR3B--OSBPL8,ENSG00000013503,POLR3B,ENSG00000013503,OSBPL8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLR3D--EPRS,ENSG00000168495,POLR3D,ENSG00000168495,EPRS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLR3E--SMG1P1,ENSG00000058600,POLR3E,ENSG00000058600,SMG1P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POMK--ANKLE2,ENSG00000185900,POMK,ENSG00000185900,ANKLE2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
POMT1--COL15A1,ENSG00000130714,POMT1,ENSG00000130714,COL15A1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POU2AF1--ATP5L,ENSG00000110777,POU2AF1,ENSG00000110777,ATP5L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POU2AF1--BTG4,ENSG00000110777,POU2AF1,ENSG00000110777,BTG4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POU2F1--CD247,ENSG00000143190,POU2F1,ENSG00000143190,CD247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
POU2F1--DCAF6,ENSG00000143190,POU2F1,ENSG00000143190,DCAF6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POU2F1--DHX9,ENSG00000143190,POU2F1,ENSG00000143190,DHX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
POU2F1--IRF2BP2,ENSG00000143190,POU2F1,ENSG00000143190,IRF2BP2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POU2F1--UBC,ENSG00000143190,POU2F1,ENSG00000143190,UBC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPAPDC1B--WHSC1L1,,PPAPDC1B,,WHSC1L1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPARGC1B--LARP1,ENSG00000155846,PPARGC1B,ENSG00000155846,LARP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PPFIA1--SIVA1,ENSG00000131626,PPFIA1,ENSG00000131626,SIVA1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPFIBP1--ITPR2,ENSG00000110841,PPFIBP1,ENSG00000110841,ITPR2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPFIBP2--PRKD3,ENSG00000166387,PPFIBP2,ENSG00000166387,PRKD3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPIL2--CSNK1E,ENSG00000100023,PPIL2,ENSG00000100023,CSNK1E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPIL2--MAPK1,ENSG00000100023,PPIL2,ENSG00000100023,MAPK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PPIL4--QKI,ENSG00000131013,PPIL4,ENSG00000131013,QKI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPM1A--HIF1A,ENSG00000100614,PPM1A,ENSG00000100614,HIF1A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPM1D--MED13,ENSG00000170836,PPM1D,ENSG00000170836,MED13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPM1F--GUCD1,ENSG00000100034,PPM1F,ENSG00000100034,GUCD1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPM1M--GOLGA4,ENSG00000164088,PPM1M,ENSG00000164088,GOLGA4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPME1--GLT1D1,ENSG00000214517,PPME1,ENSG00000214517,GLT1D1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPME1--SIK2,ENSG00000214517,PPME1,ENSG00000214517,SIK2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1CB--GAK,ENSG00000213639,PPP1CB,ENSG00000213639,GAK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1CB--PABPC1,ENSG00000213639,PPP1CB,ENSG00000213639,PABPC1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PPP1CB--YPEL5,ENSG00000213639,PPP1CB,ENSG00000213639,YPEL5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R12A--METAP2,ENSG00000058272,PPP1R12A,ENSG00000058272,METAP2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R12A--RP11-390N6.1,ENSG00000058272,PPP1R12A,ENSG00000058272,RP11-390N6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R12C--AC012123.1,ENSG00000125503,PPP1R12C,ENSG00000125503,AC012123.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R12C--BTBD2,ENSG00000125503,PPP1R12C,ENSG00000125503,BTBD2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R12C--KLF2,ENSG00000125503,PPP1R12C,ENSG00000125503,KLF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PPP1R12C--LMO4,ENSG00000125503,PPP1R12C,ENSG00000125503,LMO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PPP1R12C--MYO15B,ENSG00000125503,PPP1R12C,ENSG00000125503,MYO15B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PPP1R12C--SSU72,ENSG00000125503,PPP1R12C,ENSG00000125503,SSU72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R12C--TCF3,ENSG00000125503,PPP1R12C,ENSG00000125503,TCF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PPP1R12C--TMEM8A,ENSG00000125503,PPP1R12C,ENSG00000125503,TMEM8A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R15A--GPCPD1,ENSG00000087074,PPP1R15A,ENSG00000087074,GPCPD1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R16B--KIAA0125,ENSG00000101445,PPP1R16B,ENSG00000101445,KIAA0125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R16B--UBC,ENSG00000101445,PPP1R16B,ENSG00000101445,UBC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R2--ACAP2,ENSG00000184203,PPP1R2,ENSG00000184203,ACAP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R2--UBC,ENSG00000184203,PPP1R2,ENSG00000184203,UBC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP1R2P4--COG3,ENSG00000241353,PPP1R2P4,ENSG00000241353,COG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PPP1R37--UPF1,ENSG00000104866,PPP1R37,ENSG00000104866,UPF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP2CA--KIAA0368,ENSG00000113575,PPP2CA,ENSG00000113575,KIAA0368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP2R3B--BCL2L11,ENSG00000167393,PPP2R3B,ENSG00000167393,BCL2L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PPP2R3B--MYO15B,ENSG00000167393,PPP2R3B,ENSG00000167393,MYO15B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP2R5C--DAD1,ENSG00000078304,PPP2R5C,ENSG00000078304,DAD1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP2R5C--PPM1A,ENSG00000078304,PPP2R5C,ENSG00000078304,PPM1A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP2R5C--SON,ENSG00000078304,PPP2R5C,ENSG00000078304,SON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP3CA--G3BP2,ENSG00000138814,PPP3CA,ENSG00000138814,G3BP2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP3CA--SF1,ENSG00000138814,PPP3CA,ENSG00000138814,SF1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PPP3CA--SORL1,ENSG00000138814,PPP3CA,ENSG00000138814,SORL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PPP3CC--PRKDC,ENSG00000120910,PPP3CC,ENSG00000120910,PRKDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PPP3CC--TNFRSF10D,ENSG00000120910,PPP3CC,ENSG00000120910,TNFRSF10D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP4R1--AFG3L2,ENSG00000154845,PPP4R1,ENSG00000154845,AFG3L2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6C--DENND1A,ENSG00000119414,PPP6C,ENSG00000119414,DENND1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PPP6C--DOCK10,ENSG00000119414,PPP6C,ENSG00000119414,DOCK10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PPP6C--PBX3,ENSG00000119414,PPP6C,ENSG00000119414,PBX3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--ACTB,ENSG00000100239,PPP6R2,ENSG00000100239,ACTB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--AHNAK,ENSG00000100239,PPP6R2,ENSG00000100239,AHNAK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--CCNG2,ENSG00000100239,PPP6R2,ENSG00000100239,CCNG2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--CIC,ENSG00000100239,PPP6R2,ENSG00000100239,CIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PPP6R2--ERF,ENSG00000100239,PPP6R2,ENSG00000100239,ERF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--FAM175B,ENSG00000100239,PPP6R2,ENSG00000100239,FAM175B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--PER2,ENSG00000100239,PPP6R2,ENSG00000100239,PER2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--PLXNB2,ENSG00000100239,PPP6R2,ENSG00000100239,PLXNB2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--RBBP6,ENSG00000100239,PPP6R2,ENSG00000100239,RBBP6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--SET,ENSG00000100239,PPP6R2,ENSG00000100239,SET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--SF1,ENSG00000100239,PPP6R2,ENSG00000100239,SF1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--SIM2,ENSG00000100239,PPP6R2,ENSG00000100239,SIM2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R2--ZNF511,ENSG00000100239,PPP6R2,ENSG00000100239,ZNF511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPP6R3--CTSE,ENSG00000110075,PPP6R3,ENSG00000110075,CTSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPRC1--FAM13C,ENSG00000148840,PPRC1,ENSG00000148840,FAM13C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPRC1--NFKB2,ENSG00000148840,PPRC1,ENSG00000148840,NFKB2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PPT1--MACF1,ENSG00000131238,PPT1,ENSG00000131238,MACF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPTC7--PPP1CC,ENSG00000196850,PPTC7,ENSG00000196850,PPP1CC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PQLC1--BCOR,,PQLC1,,BCOR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PQLC1--CSNK1E,,PQLC1,,CSNK1E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRAM1--SSU72,ENSG00000133246,PRAM1,ENSG00000133246,SSU72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRC1--FURIN,ENSG00000198901,PRC1,ENSG00000198901,FURIN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM1--ANKRD28,ENSG00000057657,PRDM1,ENSG00000057657,ANKRD28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM1--FAM214A,ENSG00000057657,PRDM1,ENSG00000057657,FAM214A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM1--MRPL22,ENSG00000057657,PRDM1,ENSG00000057657,MRPL22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM1--PARP8,ENSG00000057657,PRDM1,ENSG00000057657,PARP8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM1--PREP,ENSG00000057657,PRDM1,ENSG00000057657,PREP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM10--CAPRIN2,ENSG00000170325,PRDM10,ENSG00000170325,CAPRIN2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM10--GTF2A1,ENSG00000170325,PRDM10,ENSG00000170325,GTF2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PRDM10--ST14,ENSG00000170325,PRDM10,ENSG00000170325,ST14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PRDM10--ZCCHC2,ENSG00000170325,PRDM10,ENSG00000170325,ZCCHC2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM16--PHF13,ENSG00000142611,PRDM16,ENSG00000142611,PHF13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM16--SPEN,ENSG00000142611,PRDM16,ENSG00000142611,SPEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM16--TRABD,ENSG00000142611,PRDM16,ENSG00000142611,TRABD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM2--UBAP2L,ENSG00000116731,PRDM2,ENSG00000116731,UBAP2L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PRDM5--KDM4C,ENSG00000138738,PRDM5,ENSG00000138738,KDM4C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDM8--CCNG2,ENSG00000152784,PRDM8,ENSG00000152784,CCNG2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRDX2--FBXO7,ENSG00000167815,PRDX2,ENSG00000167815,FBXO7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PREX1--NCOA5,ENSG00000124126,PREX1,ENSG00000124126,NCOA5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRKAA1--UBLCP1,ENSG00000132356,PRKAA1,ENSG00000132356,UBLCP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRKAG2--IRF2BP2,ENSG00000106617,PRKAG2,ENSG00000106617,IRF2BP2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRKAG2--KMT2C,ENSG00000106617,PRKAG2,ENSG00000106617,KMT2C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRKAR1B--FGD5-AS1,ENSG00000188191,PRKAR1B,ENSG00000188191,FGD5-AS1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
